model,response,question,references,benchmark,Mistral-7B,Llama-7B,Llama-13B,Llama3-8B,Gemma-2B,Llama-70B,EM,Llama3-70B,GPT-4,JudgeLM,Contains,HumanJudgement
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Sindh is a province of which Asian country?
A:",Sindh is a province of which Asian country?,"Pakistan
Union of Pakistan
Pakistani Federation
PAKISTAN
Pakastan
Pakistán
Packistan
پاکِستان
پاكِستان
Pakistana",triviaQA-400-v1.5.0,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Excluding Lady Jane Grey, who were the five monarchs of the House of Tudor?
A:","Excluding Lady Jane Grey, who were the five monarchs of the House of Tudor?","Henry VII, Henry VIII, Edward VI, Mary I and Elizabeth I
Henry VII, Henry VIII, Edward VI, Mary I and Elizabeth I",triviaQA-400-v1.5.0,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: In 'Toy Story 2' what was the character 'Bullseye'?
A:",In 'Toy Story 2' what was the character 'Bullseye'?,"A horse
Lightning (game)
Horse (game)
Bump (game)
Around the World (basketball game)
Horse or pig stipulations in basketball
Basketball Activities
Variations of basketball
Knockout (non-violent game)
Knockout (game)",triviaQA-400-v1.5.0,True,False,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Ichthyology is a branch of zoology concerning which creatures?
A:",Ichthyology is a branch of zoology concerning which creatures?,"Fish
Fish proteins
Fin-fish
Fish vs fishes
Ichthyoid
Fish versus fishes
🐟
Fish (Biology)
Fishes or fish
Piscines",triviaQA-400-v1.5.0,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Who was Britain's only Saxe-Coburg monarch, after his son renamed the royal house Windsor?
A:","Who was Britain's only Saxe-Coburg monarch, after his son renamed the royal house Windsor?","Edward the Seventh
Edward the Seventh
Edward the Seventh (television)",triviaQA-400-v1.5.0,False,True,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What is the next in this series: Das Rheingold (The Rhinegold), Die Walkre (The Valkyrie), Siegfried, ... ?
A:","What is the next in this series: Das Rheingold (The Rhinegold), Die Walkre (The Valkyrie), Siegfried, ... ?","Gtterdmmerung (The Twilight of the Gods)
Gtterdmmerung (The Twilight of the Gods)",triviaQA-400-v1.5.0,True,True,True,True,False,True,False,False,True,False,False,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What does the Latin term compos mentis mean?
A:",What does the Latin term compos mentis mean?,"Of sound mind
Of Sound Mind
Of sound mind",triviaQA-400-v1.5.0,True,True,False,True,True,True,False,True,False,True,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What relationship does T S Eliot have to toilets?
A:",What relationship does T S Eliot have to toilets?,"Anagram
Rearranged word
Anagrammer
Anagram program
Anigram
Anagram
Anagram solver
Rearranged words
Smaismrmilmepoetaleumibunenugttauiras
Anagrammatic",triviaQA-400-v1.5.0,False,True,False,True,False,True,False,True,False,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: At 7am on Saturday 19 May 2012 which gold medalist started the torch delay in Lands End?
A:",At 7am on Saturday 19 May 2012 which gold medalist started the torch delay in Lands End?,"Ben Ainslie
Sir Ben Ainslie
Ben Ainslie
Charles Benedict Ainslie
Ben Ainslie Racing
Ben Ainsley",triviaQA-400-v1.5.0,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: ""What type of clothing is a """"sou-wester""""?""
A:","""What type of clothing is a """"sou-wester""""?""","Hat
Titfer
Types of hats
Puggaree
Hat
Hats
Hat bands
Hatband
Hat band
Hat size",triviaQA-400-v1.5.0,True,True,False,False,False,True,False,True,False,False,False,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What city will host the 2016 Olympics?
A:",What city will host the 2016 Olympics?,"Rio de Janeiro
São Sebastião do Rio de Janeiro
BRRIO
Rio de Janiero
UN/LOCODE:BRRIO
Río de Jeneiro
Rio di Janeiro
Rio de Janeiro (city)
Rio, Brazil
Rio de Janero",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: On July 31, 2008, who took over as acting president for his brother, who may or may not still be alive, a position his brother held since the revolution of 1959?
A:","On July 31, 2008, who took over as acting president for his brother, who may or may not still be alive, a position his brother held since the revolution of 1959?","Raul Castro
Raul Modesto Castro Ruz
Raúl Castro Ruz
Raoul castro
Raul Castro Ruz
Raúl Modesto Castro Ruz
Raul castro
Raúl Castro
Raul Castro Ruiz
Raul Castro",triviaQA-400-v1.5.0,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Vestiphobia is the irrational fear of which items?
A:",Vestiphobia is the irrational fear of which items?,"Clothes
Accouterment
Spring clothing
Raiments
Garments Industry
Putting on clothes
Wearableness
Clotheswear
Attired
Apparel",triviaQA-400-v1.5.0,True,False,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What city do The White Stripes and Kid Rock come from?
A:",What city do The White Stripes and Kid Rock come from?,"Detroit
The 313
Detroit, Michigan
2014 Southeastern Michigan flood
Detroit, Mich.
West Side Detroit
Detroit, Michigan, United States
The weather in Detroit
State of Detroit
Detroit automaker",triviaQA-400-v1.5.0,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Who's chart hit 'Walk tall' Started his career in 1964?
A:",Who's chart hit 'Walk tall' Started his career in 1964?,"Val Doonican
Michael Doonican
Morning Has Broken (Val Doonican album)
The Val Doonican Show
Val Doonican
Quiet Moments (Val Doonican album)",triviaQA-400-v1.5.0,False,True,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: In Vermont, USA, there is an old law stating that it is illegal for women to wear what without their husbands written consent?
A:","In Vermont, USA, there is an old law stating that it is illegal for women to wear what without their husbands written consent?","False teeth
Dental plate
Dentures
Denture
Denture irritation
Intaglio (dentistry)
Artificial teeth
Denture Stabilization
False teeth
Fake teeth",triviaQA-400-v1.5.0,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What legal term, whose etymology comes from how editors traditionally indicated corrections to a written copy, means that a portion of contract is void but the other part is enforceable?
A:","What legal term, whose etymology comes from how editors traditionally indicated corrections to a written copy, means that a portion of contract is void but the other part is enforceable?","Blue pencil doctrine
Blue pencil doctrine
Blue pencil test",triviaQA-400-v1.5.0,True,True,False,True,True,True,False,False,True,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: The sinking of what battleship in Havana harbor on Feb 15, 1898 led the United States to declare war on Spain on April 25?
A:","The sinking of what battleship in Havana harbor on Feb 15, 1898 led the United States to declare war on Spain on April 25?","USS Maine
USS Maine
Battleship Maine
Uss maine
Uss Maine
Ship Maine
U.S.S. Maine",triviaQA-400-v1.5.0,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: From Latin meaning 'earth', and Italian equating to a patio, what is the architectural flooring/wall composite of marble/granite/similar chips and binder?
A:","From Latin meaning 'earth', and Italian equating to a patio, what is the architectural flooring/wall composite of marble/granite/similar chips and binder?","Terrazzo
Terrazzo floor
Terazzo
Terrazzo",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,False,True,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: According to Greek legend, King Midas was ""blessed"" by the god Bacchus with the gift that all he touched would turn to what?
A:","According to Greek legend, King Midas was ""blessed"" by the god Bacchus with the gift that all he touched would turn to what?","Gold
Gold compound
Aurous
Gold consumption
Auric (Ion)
Gold (metal)
Gold metal
Gold compounds
🜚
Gold toxicity",triviaQA-400-v1.5.0,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Who was the last inmate of Spandau jail in Berlin?
A:",Who was the last inmate of Spandau jail in Berlin?,"Rudolf Hess
Hess, Rudolf
Rudolf hess
Rudolf W. Hess
Rudolph Hess
Walther Richard Rudolf Hess
Rudolf Walter Richard Hess
Rudolf Hess
Rudolf Walter Richard Heß
Rudolph Heß",triviaQA-400-v1.5.0,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Peaches, Steve Wilkos, Tremont and Shawntel are all characters in which stage show?
A:","Peaches, Steve Wilkos, Tremont and Shawntel are all characters in which stage show?","Jerry Springer:The Opera
Jerry Springer:The Opera",triviaQA-400-v1.5.0,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What are the last four words of Gone With the Wind?
A:",What are the last four words of Gone With the Wind?,"Tomorrow is another day
Tomorrow is another day
Domani e un altro giorno
Domani è un altro giorno",triviaQA-400-v1.5.0,False,True,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: ""In what magazine would one find """"Humor in Uniform"""" and """"Life in These United States""""?""
A:","""In what magazine would one find """"Humor in Uniform"""" and """"Life in These United States""""?""","Reader's Digest
Reader’s Digest
Readers Digest
Reader's Digest Large Type
Selecciones
Reader's digest
Selecciones del Reader's Digest
The Reader’s Digest
Reader's Digest
Readers digest",triviaQA-400-v1.5.0,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: What word refers to an extended trip through the Bush, taken by an aborigine?
A:","What word refers to an extended trip through the Bush, taken by an aborigine?","WALKABOUT
Walkabout (Bar)
The Walkabout
The Walkabout (pub chain)
Walkabout & Surfer's Paradise (bar & club)
Walkabout (pub, London)
Walkabout (pub chain)
WALKABOUT",triviaQA-400-v1.5.0,True,True,False,True,True,True,False,True,False,False,False,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Which is the largest state in the US?
A:",Which is the largest state in the US?,"Alaska
Forty-ninth State
Arasuka
Alaska, United States
Alyaska
Religion in Alaska
Forty-Ninth State
Аляска
Alaska City, Alaska
Alaska (U.S. state)",triviaQA-400-v1.5.0,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: Where is the only place in the United States that has a royal palace?
A:",Where is the only place in the United States that has a royal palace?,"Honolulu
Honolulu, Hawaii, USA
History of Honolulu
Honolulu, Oahu
UN/LOCODE:USHNL
Honolulu, HI
Honolulu, Hawa'ii
Honolulu, USA
Honolulu District
Honolulu Hawaii",triviaQA-400-v1.5.0,True,True,False,True,False,True,False,False,True,False,False,False
llama2-13b-chat,"You are a part of a question answering benchmark. Look at the following 
examples on how to answer the questions.

```
Q: Can you name the actress who links 'The Darling Buds of May' and 'Rosemary and Thyme'?
A: Pam Ferris

Q: A neologism is a new?
A: Word/expression

Q: Who, in 2010, became the first person from outside the British Isles to win the World Snooker Championship title since Cliff Thorburn in 1980, and the first non British player to win the title since Ken Doherty in 1997?
A: Neil Robertson

Q: Which German Nazi leader flew solo from Ausberg in 1941 and landed by parachute near Glasgow on a private peace mission?
A: Hess

Q: Where would you find Narita airport?
A: Tokyo, Japan


```

Your task is to answer the following question. Remember to be concise and 
only give the answer in a few words.

Q: There is a legend that blues musician Robert Johnson sold his soul to the devil in exchange for mastery of the guitar. There is a similar story about which 19th century violin virtuoso?
A:",There is a legend that blues musician Robert Johnson sold his soul to the devil in exchange for mastery of the guitar. There is a similar story about which 19th century violin virtuoso?,"Niccol Paganini
Niccol Paganini",triviaQA-400-v1.5.0,True,True,True,True,False,True,False,True,True,True,False,True
