model,Mistral-7B,Llama-7B,Llama-13B,Llama3-8B,Gemma-2B,Llama-70B,EM,Llama3-70B,GPT-4,JudgeLM,Contains,HumanJudgement
llama2-70b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-70b-chat,True,False,False,True,True,True,False,True,True,False,True,True
llama2-70b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-70b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-70b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-70b-chat,False,True,False,False,False,False,False,False,False,False,False,False
llama2-70b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-70b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-70b-chat,True,True,True,True,True,True,False,True,True,True,False,False
llama2-70b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-70b-chat,False,True,False,True,False,False,False,False,False,False,False,False
llama2-70b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-70b-chat,True,False,False,False,True,True,False,False,False,True,False,False
llama2-70b-chat,True,True,False,True,True,True,True,True,True,True,True,True
llama2-70b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-70b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-70b-chat,True,True,True,True,True,True,True,True,True,True,True,True
llama2-70b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-70b-chat,True,True,False,True,True,True,True,True,True,True,True,True
llama2-70b-chat,True,True,False,False,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,False,False,True,True,True,False,True,False,False,False,False
llama2-13b-chat,False,True,False,True,False,True,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,False,True,False,False,False,True,False,True,False,False,False,False
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,False,False,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,False,True,False,False,False,True,False,False,True,False,False,False
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,False,True,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,True,True,True
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,True,False,True,False,True,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,False,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,False,True,False,True,True,False,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,True,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,False,False,False,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,False,False,True,True,True,False,True,True,False,False,True
llama2-13b-chat,False,True,False,False,True,False,False,False,True,False,False,False
llama2-13b-chat,False,False,False,False,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,True,False,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,False,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,False,True,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,False,True,False,False,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,True,False,False
llama2-13b-chat,False,True,False,True,False,True,False,True,False,False,False,False
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,False,False,True,False,True,False,False,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,False,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,False,True,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,False,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,True,False,True,False,False,True,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,False,False,True,True,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,False,True,True,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,False,False,True,False,True,False,True,True,True,False,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,False,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,False,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,False,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,False,False,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,True,False,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,False,False,True,True
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,False,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,False
llama2-13b-chat,False,False,False,False,True,True,False,False,False,False,False,False
llama2-13b-chat,False,True,False,False,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,False,False,True,False,True,False,True,False,False,False,False
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,False,True,False
llama2-13b-chat,False,True,False,False,False,True,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,True,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,False,True,True,True
llama2-13b-chat,True,False,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,False,False,False,True,True
llama2-13b-chat,False,True,False,True,False,True,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,False,True,False,False,False
llama2-13b-chat,False,True,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,False,True,False,True,False,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,True,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,True,True,False,False,False,False,False,False
llama2-13b-chat,False,True,False,True,True,True,False,True,False,False,False,False
llama2-13b-chat,True,False,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,False,False,True,True,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,True,False,False,False,True,False,False,False
llama2-13b-chat,False,True,False,True,False,False,False,True,True,False,False,True
llama2-13b-chat,True,True,False,False,True,True,False,False,True,False,True,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,False,False,True,True
llama2-13b-chat,False,True,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,False,True,False,False,True,True,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,False,True,False,False,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,False,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,False,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,False,True,False,False,False
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,False,True,True,False,True,True,False,True,True
llama2-13b-chat,False,True,False,True,True,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,False,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,False,True,False,False,True,False,False,False,True,False,False,False
llama2-13b-chat,False,False,False,True,True,True,False,True,False,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,False,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,True,True,True
llama2-13b-chat,False,False,False,False,True,False,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,False,False,False,True,True,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,False,False,False,False,False,True,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,True,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,False,False,True,True
llama2-13b-chat,True,False,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,False,False,False,True,True,False,True,True,False,True,True
llama2-13b-chat,False,True,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,True,False,False,True,True,True,False,True,True,False,False,True
llama2-13b-chat,False,False,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,False,True,True,False,True,True,True,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,False,True,True,True
llama2-13b-chat,False,True,False,True,True,True,False,True,True,True,False,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,True,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,False,False,False,True,False,False,True,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,False,True,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,False,True,True,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,False,False
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,True,False,False,True
llama2-13b-chat,False,False,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,False,True,False,True,True,True,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,False,False,False,False,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,False,True,True,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,False,True
llama2-13b-chat,False,False,False,False,True,False,False,False,False,True,False,False
llama2-13b-chat,False,True,False,True,False,True,False,True,True,False,False,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,False,True,False,True,True,True,False,True,False,False,False,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,False,True,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,False,False,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,True
llama2-13b-chat,False,False,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,False,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,False,False,True,False,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,True,False,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,True,True
llama2-13b-chat,False,True,False,True,False,True,False,True,False,False,False,False
llama2-13b-chat,False,False,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,False,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,False,True,True,False,True,False,True,True,True
llama2-13b-chat,False,False,False,True,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,True
llama2-13b-chat,False,True,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,False,True,True,True
llama2-13b-chat,False,True,False,True,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,False,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,False,True,False,False,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,False,False,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,True
llama2-13b-chat,True,True,False,True,False,True,False,True,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,False,True,True,True
llama2-13b-chat,True,False,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,False,False,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,False,False,False,True
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,False,True,True
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,False,True
llama2-13b-chat,False,True,False,False,True,True,False,True,False,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,False,True,False,False,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,False,True,True,False,True,True,False,False,True
llama2-13b-chat,False,True,True,True,True,True,True,True,True,False,True,True
llama2-13b-chat,True,True,False,False,False,True,False,True,False,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-13b-chat,True,True,True,True,False,True,False,True,False,False,True,True
llama2-13b-chat,False,True,False,False,True,False,False,False,False,False,False,False
llama2-13b-chat,True,False,False,True,True,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,False,True,False,True,True,True,False,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,False,True,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,False,False,False,False
llama2-13b-chat,False,False,False,False,False,False,False,False,True,False,False,False
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-13b-chat,False,True,False,True,True,True,False,False,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,False,False
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,False,True
llama2-13b-chat,True,True,False,True,True,True,False,True,False,False,True,True
llama2-13b-chat,False,False,False,True,False,True,False,True,True,False,False,False
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,False,True,True
llama2-13b-chat,True,True,False,True,False,True,False,True,True,True,True,True
llama2-13b-chat,True,True,False,True,True,True,False,True,True,True,True,True
llama2-13b-chat,True,True,True,True,False,True,False,True,True,False,False,True
llama2-13b-chat,True,True,True,True,True,True,False,True,False,False,False,False
